lakecode,lakename,lakeorriver,continent,country,state,latitude,longitude,elevation,mean_depth,max_depth,surface_area,shoreline,largest_city_population,power_plant_discharge,inlet_streams,area_drained,landuse_code,conductivity_us,secchi_depth,contributor,filename,initials,lat_decimal,lon_decimal,median_depth,comments
VSV38,LAKE ILMEN,L,E,RUSSIA,PSKOVSKAYA DISTRICT,58.17,31.2,18,2.6,10,982,-999,10000,Y,Y,67200,FO,-999,0.5,VUGLINSKY,VSV,VSV,58.17,31.2,-999,-999
VSV39,LAKE TCHUDSKO-PSKOVSKOYE,L,E,RUSSIA-ESTONIA,PSKOVSKAYA DISTRICT,58.51,27.57,30,7.1,15.3,3560,520,10000,N,Y,47800,FA,350,1,VUGLINSKY,VSV,VSV,58.51,27.57,-999,-999
VSV4,LAKE AZAS,L,A,RUSSIA,TUVA REPUBLIC,52.2,96.3,-999,-999,-999,51.5,-999,-999,N,Y,2710,F,-999,-999,VUGLINSKY,VSV,VSV,52.2,96.3,-999,-999
VSV40,LAKE SYABERO,L,E,RUSSIA,LENINGRADSKAYA DISTRICT,58.47,29.09,45,2.2,7,14.2,-999,-999,N,Y,33.7,F,-999,-999,VUGLINSKY,VSV,VSV,58.47,29.09,-999,-999
VSV41,LAKE SYAMOZERO,L,E,RUSSIA,KARELIYA,62,33.3,108,6.5,24,266,-999,-999,N,Y,1314,F,-999,-999,VUGLINSKY,VSV,VSV,62,33.3,-999,-999
VSV42,LAKE LOVOZERO,L,E,RUSSIA,MURMANSKAYA DISTRICT,67.59,35.05,153,5.8,35,223,-999,-999,N,Y,3550,O,-999,-999,VUGLINSKY,VSV,VSV,67.59,35.05,-999,-999
VSV43,LAKE UMBOZERO,L,E,RUSSIA,MURMANSKAYA DISTRICT,67.33,34.2,152,15,115,313,-999,-999,N,Y,2130,O,-999,-999,VUGLINSKY,VSV,VSV,67.33,34.2,-999,-999
VSV44,LAKE ASLI-KUL,L,E,RUSSIA,BASHKIRIYA,54.18,54.37,205,5.1,8.1,23.3,-999,-999,N,Y,84,FG,-999,-999,VUGLINSKY,VSV,VSV,54.18,54.37,-999,-999
VSV46,LAKE ONEGA (LONGASY),L,E,RUSSIA,KARELIYA,61.3,35.45,33,30,120,9900,1540,300000,Y,Y,51540,FO,-999,3.5,VUGLINSKY,VSV,VSV,61.3,35.45,-999,-999
VSV47,ALAZEYA - ANDRIUSHKINO,R,A,RUSSIA,-999,69 10 N,154 30 E,2.69,-999,-999,-999,-999,-999,-,-,29000,-999,-999,-999,VUGLINSKY,-999,VSV,69.17,154.5,-999,-999
VSV48,AMGUEMA - AMGUEMA,R,A,RUSSIA,-999,67 2 N,179 4 E,130.95,-999,-999,-999,-999,-999,-,-,11700,-999,-999,-999,VUGLINSKY,-999,VSV,67.03,179.07,-999,-999
VSV49,ANABAR - SASKYLAKH,R,A,RUSSIA,-999,71 58 N,114 5 E,3.45,-999,-999,-999,-999,-999,-,-,78800,-999,-999,-999,VUGLINSKY,-999,VSV,71.97,114.08,-999,-999
VSV5,LAKE BAYKAL (N.ANGARSK),L,A,RUSSIA,-999,52 48,104 15 E,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,VUGLINSKY,VSV,VSV,52.8,104.25,-999,-999
VSV50,ANADYR - MARKOVO,R,A,RUSSIA,-999,64 41 N,170 25 E,20.86,-999,-999,-999,-999,-999,-,-,50700,-999,-999,-999,VUGLINSKY,-999,VSV,64.68,170.42,-999,-999
VSV51,BEZYMIANNAYA - GYDOYAMO,R,A,RUSSIA,-999,39 38 N,85 30 E,-999,-999,-999,-999,-999,-999,-,-,336,-999,-999,-999,VUGLINSKY,-999,VSV,39.63,85.5,-999,-999
VSV52,BOLSHAYA HETA - TUHART,R,A,RUSSIA,-999,69 34 N,84 19 E,-999,-999,-999,-999,-999,-999,-,-,20100,-999,-999,-999,VUGLINSKY,-999,VSV,69.57,84.32,-999,-999
VSV53,CHAPOMA - CHAPOMA,R,A,RUSSIA,-999,66 5 N,38 50 E,1.48,-999,-999,-999,-999,-999,-,-,1090,-999,-999,-999,VUGLINSKY,-999,VSV,66.08,38.83,-999,-999
VSV54,CHAVANGA - CHAVANGA,R,A,RUSSIA,-999,66 7 N,37 47 E,19.59,-999,-999,-999,-999,-999,-,-,1180,-999,-999,-999,VUGLINSKY,-999,VSV,66.12,37.78,-999,-999
VSV55,ENISEY - IGARKA,R,A,RUSSIA,-999,67 26 N,86 29 E,0.03,-999,-999,-999,-999,-999,-,-,2440000,-999,-999,-999,VUGLINSKY,-999,VSV,67.43,86.48,-999,-999
VSV56,HATANGA - HATANGA,R,A,RUSSIA,-999,71 59 N,102 27 E,-999,-999,-999,-999,-999,-999,-,-,275000,-999,-999,-999,VUGLINSKY,-999,VSV,71.98,102.45,-999,-999
VSV57,KOLA - 1429 KM,R,A,RUSSIA,-999,68 50 N,33 5 E,23.41,-999,-999,-999,-999,-999,-,-,3780,-999,-999,-999,VUGLINSKY,-999,VSV,68.83,33.08,-999,-999
VSV58,KOLVIZA - KOLVIZA,R,A,RUSSIA,-999,67 5 N,33 4 E,35.78,-999,-999,-999,-999,-999,-,-,1260,-999,-999,-999,VUGLINSKY,-999,VSV,67.08,33.07,-999,-999
VSV59,KOLYMA - KOLYMSKOJE,R,A,RUSSIA,-999,68 44 N,158 43 E,-999,-999,-999,-999,-999,-999,-,-,526000,-999,-999,-999,VUGLINSKY,-999,VSV,68.73,158.72,-999,-999
VSV6,LAKE BARUN-TOREY,L,A,RUSSIA,CHITINSKAYA DISTRICT,50,115.25,598,-999,-578,-999,-999,-999,N,Y,25700,G,-999,-999,VUGLINSKY,VSV,VSV,50,115.25,-999,-999
VSV60,KOLYMA - SREDNEKOLYMSK,R,A,RUSSIA,-999,67 28 N,153 42 E,8,-999,-999,-999,-999,-999,-,-,361000,-999,-999,-999,VUGLINSKY,-999,VSV,67.47,153.7,-999,-999
VSV61,KULOY - KULOY,R,A,RUSSIA,-999,64 58 N,43 31 E,11.18,-999,-999,-999,-999,-999,-,-,3040,-999,-999,-999,VUGLINSKY,-999,VSV,64.97,43.52,-999,-999
VSV62,KUZREKA - KUZREKA,R,A,RUSSIA,-999,66 37 N,34 48 E,135.47,-999,-999,-999,-999,-999,-,-,250,-999,-999,-999,VUGLINSKY,-999,VSV,66.62,34.8,-999,-999
VSV63,LENA - KUSUR,R,A,RUSSIA,-999,70 41 N,127 24 E,-999,-999,-999,-999,-999,-999,-,-,2430000,-999,-999,-999,VUGLINSKY,-999,VSV,70.68,127.4,-999,-999
VSV64,MALOSHUIKA - MALOSHUIKA,R,A,RUSSIA,-999,63 45 N,37 24 E,106.91,-999,-999,-999,-999,-999,-,-,481,-999,-999,-999,VUGLINSKY,-999,VSV,63.75,37.4,-999,-999
VSV65,MEZEN - MALONISOGORSKAYA,R,A,RUSSIA,-999,65 0 N,45 37 E,18.45,-999,-999,-999,-999,-999,-,-,56400,-999,-999,-999,VUGLINSKY,-999,VSV,65,45.62,-999,-999
VSV66,NADYM - NADYM,R,A,RUSSIA,-999,65 37 N,72 40 E,7.59,-999,-999,-999,-999,-999,-,-,48000,-999,-999,-999,VUGLINSKY,-999,VSV,65.62,72.67,-999,-999
VSV67,NAIBA - NAIBA,R,A,RUSSIA,-999,70 40 N,130 30 E,-999,-999,-999,-999,-999,-999,-,-,185,-999,-999,-999,VUGLINSKY,-999,VSV,70.67,130.5,-999,-999
VSV68,NAMA-JOKI - LUOSTARI,R,A,RUSSIA,-999,69 35 N,31 42 E,17.11,-999,-999,-999,-999,-999,-,-,142,-999,-999,-999,VUGLINSKY,-999,VSV,69.58,31.7,-999,-999
VSV69,NENOKSA - NENOKSA,R,A,RUSSIA,-999,64 36 N,39 10 E,0.21,-999,-999,-999,-999,-999,-,-,374,-999,-999,-999,VUGLINSKY,-999,VSV,64.6,39.17,-999,-999
VSV7,LAKE BAUNT,L,A,RUSSIA,BURYAT REPUBLIC,55.13,113.07,1065,17,33,111,-999,-999,N,Y,10300,F,-999,-999,VUGLINSKY,VSV,VSV,55.13,113.07,-999,-999
VSV70,NIUKHCHA - NIUKHCHA,R,A,RUSSIA,-999,63 55 N,36 13 E,34.74,-999,-999,-999,-999,-999,-,-,1350,-999,-999,-999,VUGLINSKY,-999,VSV,63.92,36.22,-999,-999
VSV71,NYDA - NYDA,R,A,RUSSIA,-999,66 38 N,72 56 E,45,-999,-999,-999,-999,-999,-,-,6700,-999,-999,-999,VUGLINSKY,-999,VSV,66.63,72.93,-999,-999
VSV72,OB - SALEKHARD,R,A,RUSSIA,-999,66 38 N,66 36 E,0.44,-999,-999,-999,-999,-999,-,-,2950000,-999,-999,-999,VUGLINSKY,-999,VSV,66.63,66.6,-999,-999
VSV73,OLENEK - SUKHANA,R,A,RUSSIA,-999,68 37 N,118 20 E,44.45,-999,-999,-999,-999,-999,-,-,127000,-999,-999,-999,VUGLINSKY,-999,VSV,68.62,118.33,-999,-999
VSV74,OLENITSA - OLENITSA,R,A,RUSSIA,-999,66 29 N,35 22 E,7.82,-999,-999,-999,-999,-999,-,-,374,-999,-999,-999,VUGLINSKY,-999,VSV,66.48,35.37,-999,-999
VSV75,OMOLOY - NAMY,R,A,RUSSIA,-999,69 23 N,134 37 E,91,-999,-999,-999,-999,-999,-,-,108000,-999,-999,-999,VUGLINSKY,-999,VSV,69.38,134.62,-999,-999
VSV76,ONEGA - POROG,R,A,RUSSIA,-999,63 49 N,38 28 E,10.25,-999,-999,-999,-999,-999,-,-,55700,-999,-999,-999,VUGLINSKY,-999,VSV,63.82,38.47,-999,-999
VSV77,PECHENGA - PECHENGA,R,A,RUSSIA,-999,69 32 N,31 10 E,13.54,-999,-999,-999,-999,-999,-,-,1680,-999,-999,-999,VUGLINSKY,-999,VSV,69.53,31.17,-999,-999
VSV78,PECHORA - OKSINO,R,A,RUSSIA,-999,67 38 N,52 11 E,-999,-999,-999,-999,-999,-999,-,-,312000,-999,-999,-999,VUGLINSKY,-999,VSV,67.63,52.18,-999,-999
VSV79,PEZA - EGUMNOVO,R,A,RUSSIA,-999,65 49 N,45 6 E,11.52,-999,-999,-999,-999,-999,-,-,12000,-999,-999,-999,VUGLINSKY,-999,VSV,65.82,45.1,-999,-999
VSV8,LAKE BAYKAL (P.BUKHTA),L,A,RUSSIA,-999,53 00,109 28 E,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,VUGLINSKY,VSV,VSV,53,109.47,-999,-999
VSV80,PONGOMA - PONGOMA,R,A,RUSSIA,-999,65 20 N,34 23 E,47.5,-999,-999,-999,-999,-999,-,-,1220,-999,-999,-999,VUGLINSKY,-999,VSV,65.33,34.38,-999,-999
VSV81,PUR - SAMBURG,R,A,RUSSIA,-999,67 0 N,78 13 E,-999,-999,-999,-999,-999,-999,-,-,95100,-999,-999,-999,VUGLINSKY,-999,VSV,67,78.22,-999,-999
VSV82,PYASINA - UST-TAREYA,R,A,RUSSIA,-999,73 13 N,89 43 E,-999,-999,-999,-999,-999,-999,-,-,125000,-999,-999,-999,VUGLINSKY,-999,VSV,73.22,89.72,-999,-999
VSV83,SEV.DVINA - UST PINEGA,R,A,RUSSIA,-999,64 8 N,41 55 E,1.57,-999,-999,-999,-999,-999,-,-,348000,-999,-999,-999,VUGLINSKY,-999,VSV,64.13,41.92,-999,-999
VSV84,SHUYA - SHUERETSKOJE,R,A,RUSSIA,-999,64 45 N,34 42 E,42,-999,-999,-999,-999,-999,-,-,934,-999,-999,-999,VUGLINSKY,-999,VSV,64.75,34.7,-999,-999
VSV85,SOSNOVKA - SOSNOVKA,R,A,RUSSIA,-999,66 29 N,40 33 E,15.43,-999,-999,-999,-999,-999,-,-,584,-999,-999,-999,VUGLINSKY,-999,VSV,66.48,40.55,-999,-999
VSV86,SUMA - SUMSKY POSAD,R,A,RUSSIA,-999,64 15 N,35 26 E,85.28,-999,-999,-999,-999,-999,-,-,1990,-999,-999,-999,VUGLINSKY,-999,VSV,64.25,35.43,-999,-999
VSV87,TAZ - SIDOROVSK,R,A,RUSSIA,-999,66 36 N,82 17 E,2.83,-999,-999,-999,-999,-999,-,-,100000,-999,-999,-999,VUGLINSKY,-999,VSV,66.6,82.28,-999,-999
VSV88,TITOVKA - 15.5 KM,R,A,RUSSIA,-999,69 33 N,31 39 E,64.15,-999,-999,-999,-999,-999,-,-,942,-999,-999,-999,VUGLINSKY,-999,VSV,69.55,31.65,-999,-999
VSV89,UMBA - PAIALKA,R,A,RUSSIA,-999,66 43 N,34 20 E,3.48,-999,-999,-999,-999,-999,-,-,6920,-999,-999,-999,VUGLINSKY,-999,VSV,66.72,34.33,-999,-999
VSV9,LAKE EMANDGA,L,A,RUSSIA,SAKHA(YAKUT)REPUBLIC,65.2,135.45,672,-999,15,33.1,-999,-999,N,Y,179,F,-999,-999,VUGLINSKY,VSV,VSV,65.2,135.45,-999,-999
VSV90,URA - URA-GUBA,R,A,RUSSIA,-999,53 8 N,36 3 E,1.38,-999,-999,-999,-999,-999,-,-,1020,-999,-999,-999,VUGLINSKY,-999,VSV,53.13,36.05,-999,-999
VSV91,VARZUGA - VARZUGA,R,A,RUSSIA,-999,66 24 N,36 38 E,8.75,-999,-999,-999,-999,-999,-,-,7940,-999,-999,-999,VUGLINSKY,-999,VSV,66.4,36.63,-999,-999
VSV92,VONGUDA - VONGUDA,R,A,RUSSIA,-999,63 48 N,38 30 E,12.24,-999,-999,-999,-999,-999,-,-,374,-999,-999,-999,VUGLINSKY,-999,VSV,63.8,38.5,-999,-999
VSV93,YANA - YUBILEINAYA,R,A,RUSSIA,-999,70 45 N,136 5 E,-999,-999,-999,-999,-999,-999,-,-,224000,-999,-999,-999,VUGLINSKY,-999,VSV,70.75,136.08,-999,-999
VSV94,YNDIGIRKA - VORONTSOVO,R,A,RUSSIA,-999,69 34 N,147 32 E,-999,-999,-999,-999,-999,-999,-,-,305000,-999,-999,-999,VUGLINSKY,-999,VSV,69.57,147.53,-999,-999
VSV95,PESHA - VOLOKOVAYA,R,A,RUSSIA,-999,66 30 N,48 15 E,7.06,-999,-999,-999,-999,-999,-,-,2780,-999,-999,-999,VUGLINSKY,VSV,-999,66.5,48.25,-999,-999
WPS01,BLACK OTTER LAKE,L,N,UNITED STATES,WI,44.333,88.637,240.18,-999,2.7,0.3,-999,-999,-,-,-999,-999,-999,-999,SCHWARTZ WPS,WPS,WPS,44.33,-88.64,-999,-999
WPS02,CLEAR LAKE,L,N,UNITED STATES,WI,42.8,88.98,-999,-999,6.1,0.33,-999,-999,-,-,-999,-999,-999,-999,SCHWARTZ WPS,WPS,WPS,42.8,-88.98,-999,-999
WPS03,LAKE KEGONSA,L,N,UNITED STATES,WI,42.97,89.25,256.95,5.18,9.45,12.99,-999,-999,-,-,-999,-999,-999,-999,SCHWARTZ WPS,WPS,WPS,42.97,-89.25,-999,-999
WPS04,WEST BAY LAKE,L,N,UNITED STATES,WI,46.2,89.43,-999,-999,9.45,0.7,-999,-999,-,-,-999,-999,-999,-999,SCHWARTZ WPS,WPS,WPS,46.2,-89.43,-999,-999
WRS1,ASSINIBOINE RIVER,R,N,CANADA,MB,49 55,99 57,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,49.92,-99.95,-999,-999
WRS10,BAIE DES HA HA,R,N,CANADA,QC,48 20,71 00,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,48.33,-71,-999,-999
WRS100,NORTH THOMPSON RIVER,R,N,CANADA,BC,51 18,120 11,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,51.3,-120.18,-999,-999
WRS101,NORTH THOMPSON RIVER,R,N,CANADA,BC,51 35,119 47,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,51.58,-119.78,-999,-999
WRS102,OLD CROW RIVER,R,N,CANADA,YT,67 35,139 50,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,67.58,-139.83,-999,-999
WRS103,OLDMAN RIVER,R,N,CANADA,AB,49 38,112 48,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,49.63,-112.8,-999,-999
WRS104,OMINECA RIVER,R,N,CANADA,BC,55 47,124 42,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,55.78,-124.7,-999,-999
WRS105,OTTAWA RIVER (AT ROCKCLIFFE),R,N,CANADA,ON,45 19,75 40,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,45.32,-75.67,-999,-999
WRS106,OTTAWA RIVER (NEAR MOUTH OF GATINEA,R,N,CANADA,ON,45 19,75 40,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,45.32,-75.67,-999,-999
WRS107,OTTAWA RIVER,R,N,CANADA,QC,45 41,76 38,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,45.68,-76.63,-999,-999
WRS108,OTTER CREEK,R,N,CANADA,NF,53 19,60 25,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,53.32,-60.42,-999,-999
WRS109,PAGWACHUAN RIVER,R,N,CANADA,ON,50 02,85 16,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,50.03,-85.27,-999,-999
WRS11,BEATTON RIVER (10 MI. S OF STATION),R,N,CANADA,BC,57 23,121 23,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,57.38,-121.38,-999,-999
WRS110,PARSNIP RIVER (33 MI. E. OF STATION,R,N,CANADA,BC,55 42,123 37,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,55.7,-123.62,-999,-999
WRS111,PEACE RIVER,R,N,CANADA,AB,57 47,117 07,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,57.78,-117.12,-999,-999
WRS112,PEACE RIVER,R,N,CANADA,AB,55 56,118 35,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,55.93,-118.58,-999,-999
WRS113,PEACE RIVER,R,N,CANADA,BC,56 14,120 44,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,56.23,-120.73,-999,-999
WRS114,PEACE RIVER,R,N,CANADA,AB,58 23,116 03,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,58.38,-116.05,-999,-999
WRS115,PEACE RIVER,R,N,CANADA,AB,56 14,117 26,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,56.23,-117.43,-999,-999
WRS116,PEEL CHANNEL OF MACKENZIE RIVER,R,N,CANADA,NT,68 14,135 00,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,68.23,-135,-999,-999
WRS117,PEEL RIVER,R,N,CANADA,NT,67 26,134 57,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,67.43,-134.95,-999,-999
WRS118,PELLY RIVER,R,N,CANADA,YT,62 15,133 15,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,62.25,-133.25,-999,-999
WRS119,PORCUPINE RIVER,R,N,CANADA,YT,67 35,13 95,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,67.58,-14.58,-999,-999
WRS12,BOW RIVER,R,N,CANADA,AB,51 11,115 34,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,51.18,-115.57,-999,-999
WRS120,POUCE COUPE RIVER,R,N,CANADA,BC,55 44,120 11,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,55.73,-120.18,-999,-999
WRS121,RED DEER RIVER,R,N,CANADA,AB,52 11,113 54,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,52.18,-113.9,-999,-999
WRS122,RED RIVER,R,N,CANADA,MB,49 54,97 14,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,49.9,-97.23,-999,-999
WRS123,RESTIGOUCHE RIVER,R,N,CANADA,NB,48 00,66 40,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,48,-66.67,-999,-999
WRS124,RESTIGOUCHE RIVER,R,N,CANADA,NB,49 00,66 20,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,49,-66.33,-999,-999
WRS125,RIBSTONE CREEK,R,N,CANADA,AB,52 07,111 27,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,52.12,-111.45,-999,-999
WRS126,RIDEAU RIVER,R,N,CANADA,ON,45 19,75 40,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,45.32,-75.67,-999,-999
WRS128,RIVIERE BELL,R,N,CANADA,QC,49 46,77 49,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,49.77,-77.82,-999,-999
WRS129,RIVIERE DES HA HA,R,N,CANADA,QC,48 20,71 00,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,48.33,-71,-999,-999
WRS13,BOW RIVER,R,N,CANADA,AB,51 07,114 01,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,51.12,-114.02,-999,-999
WRS130,RIVIERE DESERT,R,N,CANADA,QC,46 23,75 58,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,46.38,-75.97,-999,-999
WRS131,RIVIERE GATINEAU,R,N,CANADA,QC,46 23,75 58,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,46.38,-75.97,-999,-999
WRS132,RIVIERE GRANDE BALEINE,R,N,CANADA,QC,55 17,77 46,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,55.28,-77.77,-999,-999
WRS133,RIVIERE INUKSUAK,R,N,CANADA,QC,58 27,78 07,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,58.45,-78.12,-999,-999
WRS134,RIVIERE KINOJEVIS,R,N,CANADA,QC,48 13,78 50,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,48.22,-78.83,-999,-999
WRS135,RIVIERE KOKSOAK,R,N,CANADA,QC,58 06,68 25,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,58.1,-68.42,-999,-999
WRS136,RIVIERE ST FRANCOIS,R,N,CANADA,QC,45 26,71 41,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,45.43,-71.68,-999,-999
WRS137,RIVIERE ST JEAN,R,N,CANADA,QC,48 46,64 29,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,48.77,-64.48,-999,-999
WRS138,SAINT JOHN RIVER,R,N,CANADA,NB,45 52,66 32,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,45.87,-66.53,-999,-999
WRS139,SALMON RIVER,R,N,CANADA,BC,50 42,119 14,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,50.7,-119.23,-999,-999
WRS14,BULKLEY RIVER,R,N,CANADA,BC,54 49,127 11,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,54.82,-127.18,-999,-999
WRS140,SALMON RIVER,R,N,CANADA,NS,45 22,63 16,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,45.37,-63.27,-999,-999
WRS141,SASKATCHEWAN RIVER,R,N,CANADA,SK,53 20,104 00,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,53.33,-104,-999,-999
WRS142,SASKATCHEWAN RIVER,R,N,CANADA,MB,53 58,101 06,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,53.97,-101.1,-999,-999
WRS143,SIMILKAMEEN RIVER,R,N,CANADA,BC,49 28,122 31,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,49.47,-122.52,-999,-999
WRS144,SKEENA RIVER,R,N,CANADA,BC,54 28,128 35,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,54.47,-128.58,-999,-999
WRS145,SLAVE RIVER,R,N,CANADA,AB,59 52,111 36,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,59.87,-111.6,-999,-999
WRS146,SLAVE RIVER,R,N,CANADA,NT,60 01,111 57,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,60.02,-111.95,-999,-999
WRS147,SNARE RIVER,R,N,CANADA,NT,63 30,116 00,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,63.5,-116,-999,-999
WRS148,SNYE RIVER,R,N,CANADA,AB,56 39,111 13,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,56.65,-111.22,-999,-999
WRS149,SOURIS RIVER,R,N,CANADA,SK,49 13,102 58,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,49.22,-102.97,-999,-999
WRS15,BURNTWOOD RIVER,R,N,CANADA,MB,55 48,97 52,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,55.8,-97.87,-999,-999
WRS150,SOUTH MUSKOKA RIVER,R,N,CANADA,ON,44 58,79 18,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,44.97,-79.3,-999,-999
WRS151,SOUTH SASKATCHEWAN RIVER,R,N,CANADA,AB,50 01,110 43,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,50.02,-110.72,-999,-999
WRS152,SOUTH SASKATCHEWAN RIVER,R,N,CANADA,SK,52 10,106 41,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,52.17,-106.68,-999,-999
WRS153,SOUTH SAUGEEN RIVER,R,N,CANADA,ON,43 59,80 45,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,43.98,-80.75,-999,-999
WRS154,ST CLAIR RIVER,R,N,CANADA,ON,43 00,82 18,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,43,-82.3,-999,-999
WRS155,ST LAWRENCE RIVER,R,N,CANADA,QC,45 16,73 56,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,45.27,-73.93,-999,-999
WRS156,ST LAWRENCE RIVER,R,N,CANADA,ON,44 41,75 31,-999,-999,-999,-999,-999,-999,-,-,-999,-999,-999,-999,SKINNER,WRS,WRS,44.68,-75.52,-999,-999
